,Age,Date,Draft Year,Height,Player,Position,Season,Season short,Seasons in league,Team,Weight,Real_value
722,28,"Feb 9, 2009",2001,7-0,Pau Gasol,FC,2008-2009,2009,7,Los Angeles Lakers,250,0.5
723,25,"Feb 2, 2009",2005,6-9,David Lee,FC,2008-2009,2009,3,New York Knicks,245,0.5
724,26,"Feb 2, 2009",2001,6-2,Tony Parker,G,2008-2009,2009,7,San Antonio Spurs,185,0.5
725,24,"Jan 26, 2009",2003,6-8,LeBron James,F,2008-2009,2009,5,Cleveland Cavaliers,250,0.5
726,21,"Jan 26, 2009",2005,7-0,Andrew Bynum,C,2008-2009,2009,3,Los Angeles Lakers,285,0.5
727,27,"Jan 19, 2009",2004,6-0,Jameer Nelson,G,2008-2009,2009,4,Orlando Magic,190,0.5
728,23,"Jan 19, 2009",2005,6-0,Chris Paul,PG,2008-2009,2009,3,New Orleans Hornets,175,0.5
729,23,"Jan 12, 2009",2004,6-11,Dwight Howard,C,2008-2009,2009,4,Orlando Magic,265,0.5
730,30,"Jan 12, 2009",1996,6-6,Kobe Bryant,SG,2008-2009,2009,12,Los Angeles Lakers,212,0.5
731,22,"Jan 5, 2009",2007,6-5,Rodney Stuckey,G,2008-2009,2009,1,Detroit Pistons,205,0.5
732,24,"Jan 5, 2009",2004,6-10,Al Jefferson,FC,2008-2009,2009,4,Minnesota Timberwolves,289,0.5
733,24,"Dec 29, 2008",2003,6-8,LeBron James,F,2008-2009,2009,5,Cleveland Cavaliers,250,0.5
734,30,"Dec 29, 2008",1996,6-6,Kobe Bryant,SG,2008-2009,2009,12,Los Angeles Lakers,212,0.5
735,27,"Dec 22, 2008",2004,6-0,Jameer Nelson,G,2008-2009,2009,4,Orlando Magic,190,0.5
736,23,"Dec 22, 2008",2005,6-0,Chris Paul,PG,2008-2009,2009,3,New Orleans Hornets,175,0.5
737,29,"Dec 15, 2008",1998,6-9,Al Harrington,F,2008-2009,2009,10,New York Knicks,245,0.5
738,32,"Dec 15, 2008",1997,6-11,Tim Duncan,FC,2008-2009,2009,11,San Antonio Spurs,250,0.5
739,27,"Dec 8, 2008",2003,6-4,Dwyane Wade,SG,2008-2009,2009,5,Miami Heat,220,0.5
740,30,"Dec 8, 2008",1998,7-0,Dirk Nowitzki,PF,2008-2009,2009,10,Dallas Mavericks,245,0.5
741,26,"Dec 1, 2008",2004,6-3,Devin Harris,G,2008-2009,2009,4,New Jersey Nets,185,0.5
742,24,"Dec 1, 2008",2006,6-6,Brandon Roy,G,2008-2009,2009,2,Portland Trail Blazers,211,0.5
743,27,"Nov 24, 2008",2003,6-4,Dwyane Wade,SG,2008-2009,2009,5,Miami Heat,220,0.5
744,30,"Nov 24, 2008",1998,7-0,Dirk Nowitzki,PF,2008-2009,2009,10,Dallas Mavericks,245,0.5
745,24,"Nov 17, 2008",2003,6-8,LeBron James,F,2008-2009,2009,5,Cleveland Cavaliers,250,0.5
746,32,"Nov 17, 2008",1997,6-3,Chauncey Billups,G,2008-2009,2009,11,Denver Nuggets,210,0.5
747,24,"Nov 10, 2008",2003,6-8,LeBron James,F,2008-2009,2009,5,Cleveland Cavaliers,250,0.5
748,26,"Nov 10, 2008",2002,6-10,Amar'e Stoudemire,FC,2008-2009,2009,6,Phoenix Suns,245,0.5
749,24,"Nov 3, 2008",2003,6-11,Chris Bosh,PF,2008-2009,2009,5,Toronto Raptors,235,0.5
750,23,"Nov 3, 2008",2005,6-0,Chris Paul,PG,2008-2009,2009,3,New Orleans Hornets,175,0.5
751,24,"Apr 12, 2010",2004,6-11,Dwight Howard,C,2009-2010,2010,5,Orlando Magic,265,0.5
752,31,"Apr 12, 2010",1998,7-0,Dirk Nowitzki,PF,2009-2010,2010,11,Dallas Mavericks,245,0.5
753,25,"Apr 5, 2010",2003,6-11,Chris Bosh,PF,2009-2010,2010,6,Toronto Raptors,235,0.5
754,21,"Apr 5, 2010",2007,6-9,Kevin Durant,SF,2009-2010,2010,2,Oklahoma City Thunder,240,0.5
755,28,"Mar 29, 2010",2003,6-4,Dwyane Wade,SG,2009-2010,2010,6,Miami Heat,220,0.5
756,32,"Mar 29, 2010",1999,6-6,Manu Ginobili,SG,2009-2010,2010,7,San Antonio Spurs,205,0.5
757,32,"Mar 22, 2010",1998,6-7,Paul Pierce,SF,2009-2010,2010,11,Boston Celtics,235,0.5
758,29,"Mar 22, 2010",2001,7-0,Pau Gasol,FC,2009-2010,2010,8,Los Angeles Lakers,250,0.5
759,25,"Mar 15, 2010",2005,7-0,Andrew Bogut,C,2009-2010,2010,4,Milwaukee Bucks,260,0.5
760,25,"Mar 15, 2010",2006,6-6,Brandon Roy,G,2009-2010,2010,3,Portland Trail Blazers,211,0.5
761,28,"Mar 8, 2010",2003,6-4,Dwyane Wade,SG,2009-2010,2010,6,Miami Heat,220,0.5
762,31,"Mar 8, 2010",1998,7-0,Dirk Nowitzki,PF,2009-2010,2010,11,Dallas Mavericks,245,0.5
763,25,"Mar 1, 2010",2003,6-8,LeBron James,F,2009-2010,2010,6,Cleveland Cavaliers,250,0.5
764,31,"Mar 1, 2010",1998,7-0,Dirk Nowitzki,PF,2009-2010,2010,11,Dallas Mavericks,245,0.5
765,24,"Feb 22, 2010",2004,6-11,Dwight Howard,C,2009-2010,2010,5,Orlando Magic,265,0.5
766,28,"Feb 22, 2010",2002,6-9,Carlos Boozer,PF,2009-2010,2010,7,Utah Jazz,266,0.5
767,25,"Feb 8, 2010",2003,6-8,LeBron James,F,2009-2010,2010,6,Cleveland Cavaliers,250,0.5
768,21,"Feb 8, 2010",2008,6-3,Russell Westbrook,G,2009-2010,2010,1,Oklahoma City Thunder,200,0.5
769,25,"Feb 1, 2010",2003,6-11,Chris Bosh,PF,2009-2010,2010,6,Toronto Raptors,235,0.5
770,21,"Feb 1, 2010",2007,6-9,Kevin Durant,SF,2009-2010,2010,2,Oklahoma City Thunder,240,0.5
771,25,"Jan 25, 2010",2003,6-8,LeBron James,F,2009-2010,2010,6,Cleveland Cavaliers,250,0.5
772,33,"Jan 25, 2010",1997,6-3,Chauncey Billups,G,2009-2010,2010,12,Denver Nuggets,210,0.5
773,31,"Jan 19, 2010",1997,6-8,Stephen Jackson,GF,2009-2010,2010,12,Charlotte Bobcats,220,0.5
774,25,"Jan 19, 2010",2003,6-8,Carmelo Anthony,F,2009-2010,2010,6,Denver Nuggets,240,0.5
775,25,"Jan 11, 2010",2003,6-8,LeBron James,F,2009-2010,2010,6,Cleveland Cavaliers,250,0.5
776,27,"Jan 11, 2010",2003,7-0,Chris Kaman,C,2009-2010,2010,6,Los Angeles Clippers,265,0.5
777,21,"Jan 4, 2010",2008,6-3,Derrick Rose,PG,2009-2010,2010,1,Chicago Bulls,190,0.5
778,21,"Jan 4, 2010",2007,6-9,Kevin Durant,SF,2009-2010,2010,2,Oklahoma City Thunder,240,0.5
779,25,"Dec 28, 2009",2003,6-8,LeBron James,F,2009-2010,2010,6,Cleveland Cavaliers,250,0.5
780,31,"Dec 28, 2009",1996,6-6,Kobe Bryant,SG,2009-2010,2010,13,Los Angeles Lakers,212,0.5
781,24,"Dec 21, 2009",2004,6-11,Dwight Howard,C,2009-2010,2010,5,Orlando Magic,265,0.5
782,31,"Dec 21, 2009",1996,6-6,Kobe Bryant,SG,2009-2010,2010,13,Los Angeles Lakers,212,0.5
783,23,"Dec 14, 2009",2007,6-5,Rodney Stuckey,G,2009-2010,2010,2,Detroit Pistons,205,0.5
784,25,"Dec 14, 2009",2005,6-3,Deron Williams,PG,2009-2010,2010,4,Utah Jazz,200,0.5
785,33,"Dec 7, 2009",1995,6-11,Kevin Garnett,PF,2009-2010,2010,14,Boston Celtics,240,0.5
786,28,"Dec 7, 2009",2002,6-9,Carlos Boozer,PF,2009-2010,2010,7,Utah Jazz,266,0.5
787,27,"Nov 30, 2009",2001,6-7,Gerald Wallace,F,2009-2010,2010,8,Charlotte Bobcats,220,0.5
788,33,"Nov 30, 2009",1997,6-11,Tim Duncan,FC,2009-2010,2010,12,San Antonio Spurs,250,0.5
789,25,"Nov 23, 2009",2003,6-8,LeBron James,F,2009-2010,2010,6,Cleveland Cavaliers,250,0.5
790,31,"Nov 23, 2009",1996,6-6,Kobe Bryant,SG,2009-2010,2010,13,Los Angeles Lakers,212,0.5
791,20,"Nov 16, 2009",2009,6-1,Brandon Jennings,G,2009-2010,2010,0,Milwaukee Bucks,170,0.5
792,31,"Nov 16, 2009",1998,7-0,Dirk Nowitzki,PF,2009-2010,2010,11,Dallas Mavericks,245,0.5
793,28,"Nov 9, 2009",2001,6-7,Joe Johnson,SG,2009-2010,2010,8,Atlanta Hawks,240,0.5
794,27,"Nov 9, 2009",2003,7-0,Chris Kaman,C,2009-2010,2010,6,Los Angeles Clippers,265,0.5
795,24,"Nov 2, 2009",2004,6-11,Dwight Howard,C,2009-2010,2010,5,Orlando Magic,265,0.5
796,25,"Nov 2, 2009",2003,6-8,Carmelo Anthony,F,2009-2010,2010,6,Denver Nuggets,240,0.5
797,26,"Apr 11, 2011",2003,6-8,Carmelo Anthony,F,2010-2011,2011,7,New York Knicks,240,0.5
798,22,"Apr 11, 2011",2007,6-9,Kevin Durant,SF,2010-2011,2011,3,Oklahoma City Thunder,240,0.5
799,26,"Apr 4, 2011",2003,6-8,Carmelo Anthony,F,2010-2011,2011,7,New York Knicks,240,0.5
800,29,"Apr 4, 2011",2001,6-9,Zach Randolph,PF,2010-2011,2011,9,Memphis Grizzlies,260,0.5
801,25,"Mar 28, 2011",2004,6-11,Dwight Howard,C,2010-2011,2011,6,Orlando Magic,265,0.5
802,32,"Mar 28, 2011",1996,6-6,Kobe Bryant,SG,2010-2011,2011,14,Los Angeles Lakers,212,0.5
803,26,"Mar 21, 2011",2003,6-8,LeBron James,F,2010-2011,2011,7,Miami Heat,250,0.5
804,24,"Mar 21, 2011",2006,6-1,Kyle Lowry,PG,2010-2011,2011,4,Houston Rockets,196,0.5
805,29,"Mar 14, 2011",2003,6-4,Dwyane Wade,SG,2010-2011,2011,7,Miami Heat,220,0.5
806,28,"Mar 14, 2011",2001,6-2,Tony Parker,G,2010-2011,2011,9,San Antonio Spurs,185,0.5
807,33,"Mar 7, 2011",1998,6-7,Paul Pierce,SF,2010-2011,2011,12,Boston Celtics,235,0.5
808,22,"Mar 7, 2011",2008,6-3,Russell Westbrook,G,2010-2011,2011,2,Oklahoma City Thunder,200,0.5
809,25,"Feb 28, 2011",2004,6-11,Dwight Howard,C,2010-2011,2011,6,Orlando Magic,265,0.5
810,28,"Feb 28, 2011",2004,6-7,Kevin Martin,SG,2010-2011,2011,6,Houston Rockets,199,0.5
811,25,"Feb 14, 2011",2004,6-11,Dwight Howard,C,2010-2011,2011,6,Orlando Magic,265,0.5
812,25,"Feb 14, 2011",2006,6-11,LaMarcus Aldridge,FC,2010-2011,2011,4,Portland Trail Blazers,260,0.5
813,26,"Feb 7, 2011",2003,6-8,LeBron James,F,2010-2011,2011,7,Miami Heat,250,0.5
814,22,"Feb 7, 2011",2007,6-9,Kevin Durant,SF,2010-2011,2011,3,Oklahoma City Thunder,240,0.5
815,26,"Jan 31, 2011",2003,6-8,LeBron James,F,2010-2011,2011,7,Miami Heat,250,0.5
816,29,"Jan 31, 2011",2001,6-9,Zach Randolph,PF,2010-2011,2011,9,Memphis Grizzlies,260,0.5
817,25,"Jan 24, 2011",2004,6-11,Dwight Howard,C,2010-2011,2011,6,Orlando Magic,265,0.5
818,25,"Jan 24, 2011",2006,6-11,LaMarcus Aldridge,FC,2010-2011,2011,4,Portland Trail Blazers,260,0.5
819,22,"Jan 18, 2011",2008,6-3,Derrick Rose,PG,2010-2011,2011,2,Chicago Bulls,190,0.5
820,22,"Jan 18, 2011",2008,6-3,Russell Westbrook,G,2010-2011,2011,2,Oklahoma City Thunder,200,0.5
821,26,"Jan 10, 2011",2003,6-8,LeBron James,F,2010-2011,2011,7,Miami Heat,250,0.5
822,29,"Jan 10, 2011",2001,6-9,Zach Randolph,PF,2010-2011,2011,9,Memphis Grizzlies,260,0.5
823,29,"Jan 3, 2011",2003,6-4,Dwyane Wade,SG,2010-2011,2011,7,Miami Heat,220,0.5
824,34,"Jan 3, 2011",1997,6-3,Chauncey Billups,G,2010-2011,2011,13,Denver Nuggets,210,0.5
825,26,"Dec 27, 2010",2003,6-8,LeBron James,F,2010-2011,2011,7,Miami Heat,250,0.5
826,25,"Dec 27, 2010",2005,6-3,Monta Ellis,G,2010-2011,2011,5,Golden State Warriors,185,0.5
827,33,"Dec 20, 2010",1998,6-7,Paul Pierce,SF,2010-2011,2011,12,Boston Celtics,235,0.5
828,28,"Dec 20, 2010",2001,6-2,Tony Parker,G,2010-2011,2011,9,San Antonio Spurs,185,0.5
829,29,"Dec 13, 2010",2003,6-4,Dwyane Wade,SG,2010-2011,2011,7,Miami Heat,220,0.5
830,32,"Dec 13, 2010",1998,7-0,Dirk Nowitzki,PF,2010-2011,2011,12,Dallas Mavericks,245,0.5
831,28,"Dec 6, 2010",2002,6-10,Amar'e Stoudemire,FC,2010-2011,2011,8,New York Knicks,245,0.5
832,22,"Dec 6, 2010",2008,6-3,Russell Westbrook,G,2010-2011,2011,2,Oklahoma City Thunder,200,0.5
833,25,"Nov 29, 2010",2004,6-11,Dwight Howard,C,2010-2011,2011,6,Orlando Magic,265,0.5
834,32,"Nov 29, 2010",1998,7-0,Dirk Nowitzki,PF,2010-2011,2011,12,Dallas Mavericks,245,0.5
835,28,"Nov 22, 2010",2002,6-10,Amar'e Stoudemire,FC,2010-2011,2011,8,New York Knicks,245,0.5
836,22,"Nov 22, 2010",2008,6-3,Russell Westbrook,G,2010-2011,2011,2,Oklahoma City Thunder,200,0.5
837,22,"Nov 15, 2010",2008,6-3,Derrick Rose,PG,2010-2011,2011,2,Chicago Bulls,190,0.5
838,26,"Nov 15, 2010",2005,6-3,Deron Williams,PG,2010-2011,2011,5,Utah Jazz,200,0.5
839,25,"Nov 8, 2010",2004,6-11,Dwight Howard,C,2010-2011,2011,6,Orlando Magic,265,0.5
840,25,"Nov 8, 2010",2005,6-0,Chris Paul,PG,2010-2011,2011,5,New Orleans Hornets,175,0.5
841,25,"Nov 1, 2010",2006,6-1,Rajon Rondo,PG,2010-2011,2011,4,Boston Celtics,186,0.5
842,30,"Nov 1, 2010",2001,7-0,Pau Gasol,FC,2010-2011,2011,9,Los Angeles Lakers,250,0.5
843,27,"Apr 23, 2012",2003,6-8,LeBron James,F,2011-2012,2012,8,Miami Heat,250,0.5
844,27,"Apr 23, 2012",2004,6-10,Al Jefferson,FC,2011-2012,2012,7,Utah Jazz,289,0.5
845,35,"Apr 16, 2012",1995,6-11,Kevin Garnett,PF,2011-2012,2012,16,Boston Celtics,240,0.5
846,24,"Apr 16, 2012",2005,7-0,Andrew Bynum,C,2011-2012,2012,6,Los Angeles Lakers,285,0.5
847,27,"Apr 9, 2012",2003,6-8,LeBron James,F,2011-2012,2012,8,Miami Heat,250,0.5
848,25,"Apr 9, 2012",2008,6-3,Goran Dragic,G,2011-2012,2012,3,Houston Rockets,190,0.5
849,34,"Apr 2, 2012",1998,6-7,Paul Pierce,SF,2011-2012,2012,13,Boston Celtics,235,0.5
850,26,"Apr 2, 2012",2005,6-0,Chris Paul,PG,2011-2012,2012,6,Los Angeles Clippers,175,0.5
851,30,"Mar 26, 2012",2001,6-7,Joe Johnson,SG,2011-2012,2012,10,Atlanta Hawks,240,0.5
852,23,"Mar 26, 2012",2007,6-9,Kevin Durant,SF,2011-2012,2012,4,Oklahoma City Thunder,240,0.5
853,30,"Mar 19, 2012",2002,6-10,Drew Gooden,FC,2011-2012,2012,9,Milwaukee Bucks,250,0.5
854,24,"Mar 19, 2012",2005,7-0,Andrew Bynum,C,2011-2012,2012,6,Los Angeles Lakers,285,0.5
855,24,"Mar 12, 2012",2005,6-10,Ersan Ilyasova,F,2011-2012,2012,4,Milwaukee Bucks,235,0.5
856,26,"Mar 12, 2012",2005,6-3,Monta Ellis,G,2011-2012,2012,6,Golden State Warriors,185,0.5
857,23,"Mar 5, 2012",2008,6-3,Derrick Rose,PG,2011-2012,2012,3,Chicago Bulls,190,0.5
858,24,"Mar 5, 2012",2009,5-11,Ty Lawson,PG,2011-2012,2012,2,Denver Nuggets,195,0.5
859,27,"Feb 20, 2012",2003,6-8,LeBron James,F,2011-2012,2012,8,Miami Heat,250,0.5
860,23,"Feb 20, 2012",2007,6-9,Kevin Durant,SF,2011-2012,2012,4,Oklahoma City Thunder,240,0.5
861,23,"Feb 13, 2012",2010,6-3,Jeremy Lin,G,2011-2012,2012,1,New York Knicks,200,0.5
862,23,"Feb 13, 2012",2008,6-3,Russell Westbrook,G,2011-2012,2012,3,Oklahoma City Thunder,200,0.5
863,34,"Feb 6, 2012",1998,6-7,Paul Pierce,SF,2011-2012,2012,13,Boston Celtics,235,0.5
864,29,"Feb 6, 2012",2001,6-2,Tony Parker,G,2011-2012,2012,10,San Antonio Spurs,185,0.5
865,27,"Jan 30, 2012",2003,6-8,LeBron James,F,2011-2012,2012,8,Miami Heat,250,0.5
866,23,"Jan 30, 2012",2008,6-3,Russell Westbrook,G,2011-2012,2012,3,Oklahoma City Thunder,200,0.5
867,26,"Jan 23, 2012",2004,6-11,Dwight Howard,C,2011-2012,2012,7,Orlando Magic,265,0.5
868,27,"Jan 23, 2012",2007,7-1,Marc Gasol,C,2011-2012,2012,3,Memphis Grizzlies,255,0.5
869,23,"Jan 16, 2012",2008,6-3,Derrick Rose,PG,2011-2012,2012,3,Chicago Bulls,190,0.5
870,33,"Jan 16, 2012",1996,6-6,Kobe Bryant,SG,2011-2012,2012,15,Los Angeles Lakers,212,0.5
871,27,"Jan 9, 2012",2003,6-8,LeBron James,F,2011-2012,2012,8,Miami Heat,250,0.5
872,33,"Jan 9, 2012",1996,6-6,Kobe Bryant,SG,2011-2012,2012,15,Los Angeles Lakers,212,0.5
873,27,"Jan 3, 2012",2003,6-8,LeBron James,F,2011-2012,2012,8,Miami Heat,250,0.5
874,23,"Jan 3, 2012",2007,6-9,Kevin Durant,SF,2011-2012,2012,4,Oklahoma City Thunder,240,0.5
875,28,"Apr 15, 2013",2003,6-8,Carmelo Anthony,F,2012-2013,2013,9,New York Knicks,240,0.5
876,34,"Apr 15, 2013",1996,6-6,Kobe Bryant,SG,2012-2013,2013,16,Los Angeles Lakers,212,0.5
877,28,"Apr 8, 2013",2003,6-8,Carmelo Anthony,F,2012-2013,2013,9,New York Knicks,240,0.5
878,27,"Apr 8, 2013",2008,6-11,Nikola Pekovic,PF,2012-2013,2013,2,Minnesota Timberwolves,307,0.5
879,27,"Apr 1, 2013",2004,6-6,J.R. Smith,SG,2012-2013,2013,8,New York Knicks,225,0.5
880,28,"Apr 1, 2013",2004,6-10,Al Jefferson,FC,2012-2013,2013,8,Utah Jazz,289,0.5
881,28,"Mar 25, 2013",2003,6-8,LeBron James,F,2012-2013,2013,9,Miami Heat,250,0.5
882,23,"Mar 25, 2013",2009,6-5,James Harden,SG,2012-2013,2013,3,Houston Rockets,220,0.5
883,22,"Mar 18, 2013",2010,6-4,John Wall,PG,2012-2013,2013,2,Washington Wizards,210,0.5
884,27,"Mar 18, 2013",2006,6-11,LaMarcus Aldridge,FC,2012-2013,2013,6,Portland Trail Blazers,260,0.5
885,31,"Mar 11, 2013",2003,6-4,Dwyane Wade,SG,2012-2013,2013,9,Miami Heat,220,0.5
886,34,"Mar 11, 2013",1996,6-6,Kobe Bryant,SG,2012-2013,2013,16,Los Angeles Lakers,212,0.5
887,27,"Mar 4, 2013",2005,6-3,Monta Ellis,G,2012-2013,2013,7,Milwaukee Bucks,185,0.5
888,25,"Mar 4, 2013",2009,5-11,Ty Lawson,PG,2012-2013,2013,3,Denver Nuggets,195,0.5
889,28,"Feb 25, 2013",2003,6-8,LeBron James,F,2012-2013,2013,9,Miami Heat,250,0.5
890,34,"Feb 25, 2013",1996,6-6,Kobe Bryant,SG,2012-2013,2013,16,Los Angeles Lakers,212,0.5
891,28,"Feb 11, 2013",2003,6-8,LeBron James,F,2012-2013,2013,9,Miami Heat,250,0.5
892,24,"Feb 11, 2013",2008,6-3,Russell Westbrook,G,2012-2013,2013,4,Oklahoma City Thunder,200,0.5
893,28,"Feb 4, 2013",2005,5-9,Nate Robinson,G,2012-2013,2013,7,Chicago Bulls,180,0.5
894,29,"Feb 4, 2013",2005,6-9,David Lee,FC,2012-2013,2013,7,Golden State Warriors,245,0.5
895,20,"Jan 28, 2013",2011,6-3,Kyrie Irving,G,2012-2013,2013,1,Cleveland Cavaliers,193,0.5
896,30,"Jan 28, 2013",2001,6-2,Tony Parker,G,2012-2013,2013,11,San Antonio Spurs,185,0.5
897,31,"Jan 21, 2013",2002,6-9,Carlos Boozer,PF,2012-2013,2013,10,Chicago Bulls,266,0.5
898,24,"Jan 21, 2013",2007,6-9,Kevin Durant,SF,2012-2013,2013,5,Oklahoma City Thunder,240,0.5
899,23,"Jan 14, 2013",2009,6-1,Brandon Jennings,G,2012-2013,2013,3,Milwaukee Bucks,170,0.5
900,24,"Jan 14, 2013",2007,6-9,Kevin Durant,SF,2012-2013,2013,5,Oklahoma City Thunder,240,0.5
901,28,"Jan 7, 2013",2003,6-8,Carmelo Anthony,F,2012-2013,2013,9,New York Knicks,240,0.5
902,23,"Jan 7, 2013",2009,6-5,James Harden,SG,2012-2013,2013,3,Houston Rockets,220,0.5
903,27,"Dec 31, 2012",2005,6-3,Monta Ellis,G,2012-2013,2013,7,Milwaukee Bucks,185,0.5
904,26,"Dec 31, 2012",2010,6-6,Greivis Vasquez,G,2012-2013,2013,2,New Orleans Hornets,217,0.5
905,28,"Dec 24, 2012",2003,6-8,LeBron James,F,2012-2013,2013,9,Miami Heat,250,0.5
906,27,"Dec 24, 2012",2005,6-0,Chris Paul,PG,2012-2013,2013,7,Los Angeles Clippers,175,0.5
907,22,"Dec 17, 2012",2010,6-9,Paul George,GF,2012-2013,2013,2,Indiana Pacers,220,0.5
908,29,"Dec 17, 2012",2005,6-9,David Lee,FC,2012-2013,2013,7,Golden State Warriors,245,0.5
909,27,"Dec 10, 2012",2004,6-9,Josh Smith,PF,2012-2013,2013,8,Atlanta Hawks,225,0.5
910,23,"Dec 10, 2012",2009,6-10,Blake Griffin,PF,2012-2013,2013,3,Los Angeles Clippers,251,0.5
911,28,"Dec 3, 2012",2003,6-8,Carmelo Anthony,F,2012-2013,2013,9,New York Knicks,240,0.5
912,24,"Dec 3, 2012",2007,6-9,Kevin Durant,SF,2012-2013,2013,5,Oklahoma City Thunder,240,0.5
913,26,"Nov 26, 2012",2007,6-10,Al Horford,FC,2012-2013,2013,5,Atlanta Hawks,245,0.5
914,36,"Nov 26, 2012",1997,6-11,Tim Duncan,FC,2012-2013,2013,15,San Antonio Spurs,250,0.5
915,28,"Nov 19, 2012",2003,6-8,LeBron James,F,2012-2013,2013,9,Miami Heat,250,0.5
916,24,"Nov 19, 2012",2007,6-9,Kevin Durant,SF,2012-2013,2013,5,Oklahoma City Thunder,240,0.5
917,28,"Nov 12, 2012",2003,6-8,LeBron James,F,2012-2013,2013,9,Miami Heat,250,0.5
918,23,"Nov 12, 2012",2011,6-8,Kenneth Faried,F,2012-2013,2013,1,Denver Nuggets,228,0.5
919,23,"Nov 5, 2012",2009,6-1,Brandon Jennings,G,2012-2013,2013,3,Milwaukee Bucks,170,0.5
920,23,"Nov 5, 2012",2009,6-5,James Harden,SG,2012-2013,2013,3,Houston Rockets,220,0.5
921,25,"Apr 14, 2014",2009,6-2,Jeff Teague,PG,2013-2014,2014,4,Atlanta Hawks,186,0.5
922,28,"Apr 14, 2014",2005,6-3,Monta Ellis,G,2013-2014,2014,8,Dallas Mavericks,185,0.5
923,29,"Apr 7, 2014",2004,6-10,Al Jefferson,FC,2013-2014,2014,9,Charlotte Bobcats,289,0.5
924,35,"Apr 7, 2014",1998,7-0,Dirk Nowitzki,PF,2013-2014,2014,15,Dallas Mavericks,245,0.5
925,23,"Mar 31, 2014",2011,7-0,Nikola Vucevic,PF,2013-2014,2014,2,Orlando Magic,260,0.5
926,37,"Mar 31, 2014",1997,6-11,Tim Duncan,FC,2013-2014,2014,16,San Antonio Spurs,250,0.5
927,32,"Mar 24, 2014",2001,6-7,Joe Johnson,SG,2013-2014,2014,12,Brooklyn Nets,240,0.5
928,25,"Mar 24, 2014",2007,6-9,Kevin Durant,SF,2013-2014,2014,6,Oklahoma City Thunder,240,0.5
929,29,"Mar 17, 2014",2004,6-10,Al Jefferson,FC,2013-2014,2014,9,Charlotte Bobcats,289,0.5
930,24,"Mar 17, 2014",2009,6-10,Blake Griffin,PF,2013-2014,2014,4,Los Angeles Clippers,251,0.5
931,29,"Mar 10, 2014",2003,6-8,Carmelo Anthony,F,2013-2014,2014,10,New York Knicks,240,0.5
932,24,"Mar 10, 2014",2009,6-5,James Harden,SG,2013-2014,2014,4,Houston Rockets,220,0.5
933,23,"Mar 3, 2014",2010,6-4,John Wall,PG,2013-2014,2014,3,Washington Wizards,210,0.5
934,24,"Mar 3, 2014",2009,6-5,James Harden,SG,2013-2014,2014,4,Houston Rockets,220,0.5
935,23,"Feb 24, 2014",2011,6-1,Kemba Walker,G,2013-2014,2014,2,Charlotte Bobcats,184,0.5
936,25,"Feb 24, 2014",2008,6-10,Kevin Love,FC,2013-2014,2014,5,Minnesota Timberwolves,251,0.5
937,21,"Feb 10, 2014",2012,6-9,Jared Sullinger,C,2013-2014,2014,1,Boston Celtics,260,0.5
938,25,"Feb 10, 2014",2007,6-9,Kevin Durant,SF,2013-2014,2014,6,Oklahoma City Thunder,240,0.5
939,27,"Feb 3, 2014",2006,6-1,Kyle Lowry,PG,2013-2014,2014,7,Toronto Raptors,196,0.5
940,27,"Feb 3, 2014",2008,6-3,Goran Dragic,G,2013-2014,2014,5,Phoenix Suns,190,0.5
941,29,"Jan 27, 2014",2006,6-8,Paul Millsap,FC,2013-2014,2014,7,Atlanta Hawks,246,0.5
942,25,"Jan 27, 2014",2007,6-9,Kevin Durant,SF,2013-2014,2014,6,Oklahoma City Thunder,240,0.5
943,23,"Jan 20, 2014",2010,6-9,Paul George,GF,2013-2014,2014,3,Indiana Pacers,220,0.5
944,25,"Jan 20, 2014",2007,6-9,Kevin Durant,SF,2013-2014,2014,6,Oklahoma City Thunder,240,0.5
945,29,"Jan 13, 2014",2003,6-8,Carmelo Anthony,F,2013-2014,2014,10,New York Knicks,240,0.5
946,23,"Jan 13, 2014",2010,6-11,DeMarcus Cousins,C,2013-2014,2014,3,Sacramento Kings,270,0.5
947,25,"Jan 6, 2014",2007,6-8,Thaddeus Young,F,2013-2014,2014,6,Philadelphia Sixers,221,0.5
948,30,"Jan 6, 2014",2005,6-9,David Lee,FC,2013-2014,2014,8,Golden State Warriors,245,0.5
949,29,"Dec 30, 2013",2003,6-11,Chris Bosh,PF,2013-2014,2014,10,Miami Heat,235,0.5
950,25,"Dec 30, 2013",2007,6-9,Kevin Durant,SF,2013-2014,2014,6,Oklahoma City Thunder,240,0.5
951,32,"Dec 23, 2013",2003,6-4,Dwyane Wade,SG,2013-2014,2014,10,Miami Heat,220,0.5
952,24,"Dec 23, 2013",2009,6-10,Blake Griffin,PF,2013-2014,2014,4,Los Angeles Clippers,251,0.5
953,21,"Dec 16, 2013",2011,6-3,Kyrie Irving,G,2013-2014,2014,2,Cleveland Cavaliers,193,0.5
954,28,"Dec 16, 2013",2006,6-11,LaMarcus Aldridge,FC,2013-2014,2014,7,Portland Trail Blazers,260,0.5
955,25,"Dec 9, 2013",2010,6-5,Jordan Crawford,G,2013-2014,2014,3,Boston Celtics,195,0.5
956,28,"Dec 9, 2013",2006,6-11,LaMarcus Aldridge,FC,2013-2014,2014,7,Portland Trail Blazers,260,0.5
